index,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
14608,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,17,1000-4999,NGO,1,62
14357,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,19,<10,Funded Startup,1,54
2448,city_123,0.738,,Has relevent experience,,Graduate,STEM,6,100-500,,3,134
15943,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8,,,1,65
15868,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,26
11043,city_64,0.6659999999999999,Female,No relevent experience,Full time course,Graduate,STEM,5,,,1,18
11778,city_114,0.926,Male,No relevent experience,,High School,,3,,,1,22
3042,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,19
4165,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,6,,,1,82
5435,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,90
14469,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,2,46
14130,city_44,0.725,Male,No relevent experience,,Primary School,,2,,,1,40
3034,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,74
16555,city_33,0.4479999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,16
16371,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,36
13393,city_149,0.6890000000000001,,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,3,210
3841,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,9,1000-4999,Pvt Ltd,1,149
5850,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,226
17693,city_136,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,12,5000-9999,Public Sector,2,74
322,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94
17633,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,50
11465,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,5000-9999,Pvt Ltd,>4,41
6093,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,,1,47
10806,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,No Major,10,10000+,Pvt Ltd,2,4
5332,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Early Stage Startup,2,26
7793,city_116,0.743,Male,Has relevent experience,no_enrollment,Phd,STEM,13,,,1,23
10512,city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Public Sector,2,11
18938,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,1,59
13724,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,149
15945,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,>4,92
1201,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Funded Startup,2,83
9705,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,3,28
11156,city_89,0.925,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,166
18412,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,55
7928,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,Pvt Ltd,never,53
8943,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,37
14151,city_114,0.926,Male,Has relevent experience,Full time course,High School,,9,50-99,Pvt Ltd,1,7
2463,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,320
1617,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,100
13610,city_8,0.698,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,10
14352,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,214
907,city_160,0.92,,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,4
5042,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,9,,Pvt Ltd,1,11
3562,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,40
11800,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,,4,58
6697,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,44
10073,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,106
8550,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,48
3694,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,41
16702,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,,>20,10/49,Pvt Ltd,4,34
10362,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Funded Startup,,35
7050,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,87
5581,city_37,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,14,,,1,100
4779,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,,1,288
1789,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Funded Startup,1,19
4260,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,never,16
17354,city_80,0.847,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,,2,104
1868,city_77,0.83,,No relevent experience,no_enrollment,High School,,2,,,never,2
4519,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,,,7,10/49,Pvt Ltd,1,122
1053,city_116,0.743,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,,,2,31
13045,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Pvt Ltd,never,21
5924,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,1,46
7988,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,,,never,90
15007,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,68
11421,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,113
4687,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,4,66
16166,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Pvt Ltd,1,20
9573,city_105,0.794,Male,Has relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,>4,33
13561,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,72
10997,city_91,0.691,Male,No relevent experience,no_enrollment,Primary School,,13,,Pvt Ltd,never,254
7273,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,2
11621,city_103,0.92,Male,Has relevent experience,Full time course,Phd,Other,13,5000-9999,Pvt Ltd,>4,28
6620,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,39
2572,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,100
5794,city_126,0.479,,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,>4,79
3854,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,1,13
16784,city_33,0.4479999999999999,,No relevent experience,Full time course,Graduate,Other,2,500-999,Public Sector,2,154
8132,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,108
13532,city_27,0.848,Male,Has relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,91
1008,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,14
11623,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,170
12486,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,2,44
12015,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,104
13446,city_126,0.479,,No relevent experience,no_enrollment,High School,,<1,,,never,50
18521,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Funded Startup,1,69
6623,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,106
9497,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,No Major,4,50-99,Pvt Ltd,4,11
4489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,100-500,Funded Startup,2,45
11482,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,,>20,,,4,44
18954,city_16,0.91,Female,No relevent experience,,Graduate,STEM,14,,,never,80
18803,city_173,0.878,Male,Has relevent experience,no_enrollment,,,20,5000-9999,Pvt Ltd,>4,36
8267,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,61
6575,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,43
4973,city_102,0.804,Male,Has relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,1,79
11304,city_160,0.92,,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,57
6641,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,84
1384,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Primary School,,4,,,1,40
10902,city_103,0.92,,No relevent experience,no_enrollment,Masters,Arts,15,10000+,Pvt Ltd,2,64
12637,city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,23
11009,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,18,1000-4999,Pvt Ltd,1,196
18356,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,16,,,1,28
13873,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,156
5063,city_136,0.897,,No relevent experience,no_enrollment,High School,,8,,,,18
15068,city_75,0.939,Female,No relevent experience,Full time course,Masters,STEM,1,,Other,1,17
18100,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,,Pvt Ltd,never,16
18549,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,316
2277,city_46,0.762,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,83
2159,city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,11,,,1,58
7611,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,20
1925,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,50-99,Pvt Ltd,1,9
17947,city_97,0.925,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,4,53
5989,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,3,1000-4999,Public Sector,1,148
3351,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Other,10,100-500,Pvt Ltd,2,27
17707,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Other,14,100-500,Pvt Ltd,>4,166
18030,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,188
8635,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,26
8411,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,<1,,,,61
2105,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,<10,Pvt Ltd,>4,45
13430,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,4,116
6821,city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,124
12458,city_136,0.897,,No relevent experience,Full time course,Graduate,No Major,3,<10,Pvt Ltd,1,77
10828,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,56
9528,city_162,0.767,Male,No relevent experience,Full time course,High School,,5,,,never,9
4742,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,12
5219,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,10/49,Pvt Ltd,3,6
11981,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,163
5003,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,38
12604,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,9
8852,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,4,26
729,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,58
7310,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,4,270
1364,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,99
19143,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,18
6253,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163
11491,city_21,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,2,16
6915,city_115,0.789,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,48
4199,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,101
13037,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Public Sector,1,61
12630,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,220
16514,city_67,0.855,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,113
11245,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,124
15548,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,4
1671,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,43
16493,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,70
10783,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,74
6717,city_83,0.923,Male,No relevent experience,no_enrollment,Masters,No Major,15,1000-4999,Pvt Ltd,>4,44
16217,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,74
1059,city_21,0.624,Male,Has relevent experience,Full time course,High School,,9,100-500,Pvt Ltd,1,28
425,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,53
6488,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,18
9607,city_24,0.698,,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,never,6
8222,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,26
4100,city_106,0.698,Male,Has relevent experience,Part time course,High School,,11,10/49,Pvt Ltd,1,32
2887,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,9
1203,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,82
15195,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,,1,73
3774,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,100-500,Funded Startup,1,101
1139,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,15
10429,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,28
11871,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,43
7084,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,never,36
3978,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,15,100-500,Pvt Ltd,>4,94
5440,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,176
12485,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,122
8096,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,23
13675,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,14
17290,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,Pvt Ltd,2,84
17205,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,110
16951,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,2,80
15536,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,19
6337,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30
17024,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,9,,,1,100
11940,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,2,,,1,144
836,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,111
13744,city_74,0.579,Male,No relevent experience,no_enrollment,High School,,3,,,never,268
779,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Public Sector,>4,90
9801,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,never,70
11128,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,5,,,1,19
1900,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,39
4406,city_114,0.926,Male,Has relevent experience,Full time course,High School,,18,,,1,43
14758,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,9
13986,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,30
16725,city_31,0.807,Male,No relevent experience,no_enrollment,Masters,STEM,10,,,1,30
15783,city_103,0.92,,No relevent experience,,Graduate,STEM,6,,,,5
15400,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,78
8446,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,32
13789,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,2,9
14036,city_89,0.925,Male,No relevent experience,Full time course,High School,,5,,,never,77
16513,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,15
12461,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,22
8765,city_114,0.926,,No relevent experience,Full time course,High School,,2,10/49,NGO,,42
14542,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,11
3538,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,,,1,70
12915,city_103,0.92,,No relevent experience,no_enrollment,High School,,<1,,,,57
9406,city_104,0.924,Male,No relevent experience,Part time course,Graduate,STEM,4,,,1,35
